image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002674.jpg,['bird'],0.0,0.0,1.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004084.jpg,['bird'],0.0,0.004,1.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001683.jpg,['bird'],0.0,0.001,1.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003291.jpg,['bird'],0.0,0.018,1.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003222.jpg,['bird'],0.0,0.0,1.0,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004886.jpg,['bird'],0.0,0.002,1.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_003362.jpg,['bird'],0.0,0.001,1.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003640.jpg,['bird'],0.001,0.001,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_005137.jpg,['bird'],0.0,0.011,1.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000991.jpg,['bird'],0.0,0.0,1.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007656.jpg,['bird'],0.0,0.001,1.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003052.jpg,['bird'],0.0,0.0,1.0,0.001,0.004,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007587.jpg,['bird'],0.0,0.002,1.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004754.jpg,['bird'],0.001,0.0,1.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_002847.jpg,['bird'],0.0,0.001,1.0,0.0,0.003,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.027,0.0,0.0,0.003,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_002429.jpg,['bird'],0.0,0.0,1.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000536.jpg,['bird'],0.0,0.0,1.0,0.002,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.084,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_006084.jpg,['bird'],0.0,0.0,1.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.007,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007854.jpg,['bird'],0.0,0.001,1.0,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002621.jpg,['bird'],0.0,0.0,1.0,0.003,0.005,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008233.jpg,['bird'],0.0,0.0,1.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.003,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_001995.jpg,['bird'],0.003,0.0,1.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008105.jpg,['bird'],0.0,0.001,1.0,0.0,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.002
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002463.jpg,['bird'],0.0,0.0,1.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000435.jpg,['bird'],0.0,0.016,1.0,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.003,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003713.jpg,['bird'],0.0,0.0,1.0,0.0,0.026,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003399.jpg,['bird'],0.0,0.001,1.0,0.0,0.076,0.0,0.0,0.001,0.001,0.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003524.jpg,['bird'],0.001,0.005,1.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008175.jpg,['bird'],0.0,0.011,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004805.jpg,['bird'],0.0,0.006,1.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002056.jpg,['bird'],0.0,0.0,1.0,0.0,0.018,0.0,0.0,0.005,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001229.jpg,['bird'],0.0,0.001,1.0,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007948.jpg,['bird'],0.0,0.003,1.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.009,0.0,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002868.jpg,['bird'],0.0,0.001,1.0,0.001,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_001185.jpg,['bird'],0.0,0.0,1.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.009,0.0,0.003,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004552.jpg,['bird'],0.0,0.001,1.0,0.0,0.002,0.0,0.0,0.047,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000241.jpg,['bird'],0.0,0.001,1.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004713.jpg,['bird'],0.001,0.0,1.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.005,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004730.jpg,['bird'],0.004,0.001,1.0,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000469.jpg,['boat'],0.001,0.0,0.001,1.0,0.0,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.002,0.0,0.0,0.003,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002780.jpg,['boat'],0.048,0.0,0.001,1.0,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_000957.jpg,['boat'],0.002,0.001,0.0,1.0,0.003,0.007,0.002,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.751,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002565.jpg,['boat'],0.004,0.0,0.003,1.0,0.001,0.004,0.006,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.091,0.001,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004780.jpg,['boat'],0.0,0.0,0.006,1.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.084,0.001,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006949.jpg,['boat'],0.0,0.0,0.008,1.0,0.0,0.01,0.007,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.01,0.002,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_001041.jpg,['boat'],0.002,0.0,0.008,1.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.193,0.0,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004041.jpg,['boat'],0.026,0.0,0.002,1.0,0.0,0.002,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.057,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003247.jpg,"['boat', 'person']",0.002,0.001,0.004,1.0,0.001,0.003,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.93,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000723.jpg,['boat'],0.001,0.001,0.002,1.0,0.001,0.015,0.008,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.476,0.001,0.001,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003449.jpg,['boat'],0.001,0.001,0.002,1.0,0.002,0.005,0.014,0.0,0.003,0.0,0.001,0.001,0.0,0.001,0.356,0.002,0.0,0.0,0.002,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_005664.jpg,"['boat', 'person']",0.002,0.0,0.039,1.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007599.jpg,['boat'],0.005,0.0,0.005,1.0,0.0,0.007,0.01,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.012,0.002,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002975.jpg,['boat'],0.054,0.0,0.004,1.0,0.0,0.01,0.014,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.039,0.001,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001592.jpg,['boat'],0.002,0.003,0.001,1.0,0.002,0.003,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.004,0.0,0.0,0.017,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003187.jpg,['boat'],0.002,0.0,0.004,1.0,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006229.jpg,['boat'],0.005,0.0,0.001,1.0,0.001,0.013,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.101,0.001,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003043.jpg,"['boat', 'person']",0.002,0.0,0.001,1.0,0.006,0.001,0.001,0.0,0.001,0.0,0.002,0.002,0.0,0.0,0.343,0.001,0.0,0.0,0.0,0.002
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003858.jpg,['boat'],0.088,0.0,0.002,1.0,0.0,0.002,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.01,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007143.jpg,['boat'],0.001,0.0,0.007,1.0,0.001,0.006,0.003,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.033,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_005695.jpg,['boat'],0.002,0.0,0.001,1.0,0.002,0.004,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.201,0.001,0.0,0.0,0.001,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002449.jpg,['boat'],0.002,0.002,0.002,1.0,0.002,0.003,0.002,0.0,0.004,0.0,0.001,0.002,0.0,0.001,0.09,0.005,0.0,0.0,0.001,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_005239.jpg,"['boat', 'person']",0.002,0.001,0.004,1.0,0.001,0.013,0.01,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.108,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000516.jpg,['boat'],0.001,0.0,0.027,1.0,0.002,0.002,0.003,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.205,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002727.jpg,['boat'],0.002,0.0,0.013,1.0,0.003,0.003,0.0,0.0,0.004,0.0,0.003,0.0,0.0,0.0,0.028,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007574.jpg,['boat'],0.001,0.0,0.001,1.0,0.005,0.006,0.002,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.172,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_005156.jpg,"['boat', 'person']",0.0,0.0,0.117,1.0,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.999,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_002194.jpg,['boat'],0.001,0.0,0.012,1.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006831.jpg,['boat'],0.011,0.0,0.001,1.0,0.001,0.004,0.013,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004006.jpg,['boat'],0.0,0.001,0.004,1.0,0.001,0.006,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.071,0.003,0.0,0.0,0.01,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004772.jpg,['boat'],0.002,0.002,0.002,1.0,0.002,0.008,0.017,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.151,0.004,0.001,0.0,0.009,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_005764.jpg,['boat'],0.006,0.0,0.004,1.0,0.002,0.01,0.005,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.027,0.003,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004635.jpg,['boat'],0.011,0.0,0.003,1.0,0.001,0.002,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.038,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004907.jpg,['boat'],0.001,0.0,0.004,1.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.148,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001793.jpg,['boat'],0.002,0.002,0.0,1.0,0.026,0.005,0.013,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.21,0.002,0.0,0.0,0.015,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_001843.jpg,['boat'],0.002,0.0,0.003,1.0,0.0,0.032,0.007,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_001160.jpg,['boat'],0.012,0.0,0.004,1.0,0.001,0.009,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_001136.jpg,['boat'],0.054,0.0,0.0,1.0,0.0,0.035,0.094,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.014,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004208.jpg,['boat'],0.002,0.0,0.002,0.999,0.004,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.343,0.001,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001406.jpg,"['boat', 'person']",0.003,0.0,0.003,0.999,0.002,0.008,0.002,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.24,0.001,0.001,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001613.jpg,"['boat', 'person']",0.006,0.0,0.001,0.999,0.004,0.002,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_001575.jpg,['boat'],0.0,0.001,0.002,0.999,0.004,0.004,0.005,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.029,0.002,0.0,0.0,0.001,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_003115.jpg,"['boat', 'person']",0.002,0.001,0.002,0.999,0.005,0.001,0.001,0.0,0.001,0.0,0.007,0.0,0.0,0.003,0.993,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_005628.jpg,['boat'],0.001,0.0,0.007,0.999,0.005,0.001,0.001,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.128,0.002,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001589.jpg,['boat'],0.001,0.0,0.004,0.999,0.002,0.001,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.067,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000906.jpg,['boat'],0.002,0.0,0.005,0.999,0.004,0.002,0.003,0.0,0.0,0.0,0.001,0.003,0.0,0.004,0.063,0.002,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002778.jpg,"['boat', 'person']",0.001,0.0,0.016,0.999,0.001,0.004,0.002,0.0,0.0,0.001,0.001,0.005,0.0,0.0,0.116,0.003,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004524.jpg,"['bird', 'boat']",0.016,0.001,0.008,0.999,0.002,0.01,0.005,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.065,0.001,0.0,0.0,0.005,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000382.jpg,['boat'],0.007,0.0,0.003,0.999,0.0,0.005,0.006,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.003,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004273.jpg,['boat'],0.002,0.001,0.001,0.999,0.006,0.003,0.002,0.0,0.003,0.0,0.002,0.0,0.0,0.0,0.02,0.004,0.0,0.0,0.026,0.002
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006104.jpg,['bottle'],0.001,0.001,0.003,0.003,1.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004551.jpg,['bottle'],0.0,0.001,0.002,0.001,1.0,0.0,0.0,0.004,0.001,0.0,0.003,0.0,0.0,0.006,0.002,0.004,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_002467.jpg,['bottle'],0.001,0.002,0.001,0.0,1.0,0.0,0.0,0.002,0.002,0.0,0.003,0.0,0.0,0.001,0.002,0.001,0.0,0.001,0.0,0.028
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002649.jpg,"['bottle', 'person']",0.0,0.002,0.0,0.0,1.0,0.0,0.001,0.002,0.002,0.0,0.054,0.001,0.0,0.024,0.207,0.006,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004659.jpg,['bottle'],0.0,0.003,0.002,0.022,1.0,0.0,0.001,0.001,0.001,0.0,0.003,0.0,0.0,0.048,0.087,0.001,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003517.jpg,['bottle'],0.0,0.001,0.013,0.001,1.0,0.0,0.0,0.003,0.001,0.0,0.0,0.004,0.0,0.011,0.0,0.726,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006701.jpg,"['bottle', 'pottedplant']",0.0,0.025,0.002,0.0,1.0,0.0,0.001,0.0,0.002,0.0,0.005,0.0,0.0,0.009,0.001,0.009,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000121.jpg,"['bottle', 'car']",0.0,0.001,0.001,0.001,1.0,0.0,0.001,0.001,0.0,0.0,0.002,0.002,0.0,0.151,0.009,0.002,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006282.jpg,['bottle'],0.002,0.008,0.001,0.0,1.0,0.002,0.001,0.002,0.003,0.0,0.015,0.0,0.0,0.027,0.069,0.003,0.0,0.001,0.0,0.002
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002301.jpg,"['bottle', 'person']",0.0,0.001,0.0,0.0,1.0,0.0,0.0,0.002,0.005,0.0,0.036,0.001,0.0,0.003,0.854,0.002,0.0,0.0,0.0,0.003
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001818.jpg,['bottle'],0.001,0.0,0.002,0.0,0.999,0.0,0.0,0.002,0.002,0.0,0.057,0.0,0.0,0.003,0.016,0.001,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002890.jpg,['bottle'],0.0,0.001,0.002,0.0,0.999,0.0,0.014,0.001,0.001,0.0,0.024,0.0,0.0,0.503,0.007,0.006,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_001830.jpg,['bottle'],0.001,0.001,0.0,0.0,0.999,0.0,0.002,0.006,0.001,0.0,0.003,0.0,0.0,0.024,0.019,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008700.jpg,['bottle'],0.0,0.008,0.003,0.0,0.999,0.0,0.012,0.001,0.001,0.0,0.008,0.001,0.0,0.021,0.008,0.053,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006144.jpg,['bottle'],0.0,0.001,0.003,0.002,0.999,0.003,0.008,0.001,0.003,0.0,0.079,0.0,0.0,0.025,0.096,0.001,0.0,0.0,0.002,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004979.jpg,"['bottle', 'diningtable', 'person']",0.0,0.001,0.001,0.0,0.999,0.0,0.001,0.008,0.035,0.0,0.67,0.003,0.0,0.009,0.65,0.007,0.0,0.002,0.0,0.008
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007954.jpg,['bottle'],0.001,0.002,0.004,0.001,0.999,0.0,0.002,0.004,0.005,0.0,0.061,0.002,0.0,0.011,0.021,0.008,0.0,0.001,0.001,0.01
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007811.jpg,['bottle'],0.001,0.002,0.002,0.0,0.999,0.0,0.001,0.003,0.002,0.0,0.001,0.002,0.0,0.02,0.013,0.003,0.0,0.001,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006815.jpg,['bottle'],0.0,0.003,0.002,0.003,0.999,0.0,0.005,0.003,0.002,0.0,0.013,0.0,0.0,0.007,0.214,0.001,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003588.jpg,['bottle'],0.001,0.002,0.003,0.0,0.999,0.0,0.001,0.004,0.004,0.0,0.001,0.001,0.0,0.011,0.003,0.002,0.0,0.0,0.0,0.002
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004542.jpg,['bottle'],0.0,0.028,0.043,0.002,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.003,0.001,0.0,0.0,0.003,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003003.jpg,"['bottle', 'car', 'diningtable', 'person']",0.0,0.005,0.0,0.001,0.998,0.001,0.096,0.003,0.001,0.0,0.007,0.001,0.0,0.012,0.202,0.006,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000622.jpg,['bottle'],0.007,0.001,0.006,0.001,0.998,0.0,0.001,0.001,0.004,0.0,0.006,0.0,0.0,0.003,0.006,0.001,0.0,0.0,0.002,0.005
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000783.jpg,"['bottle', 'person']",0.001,0.001,0.001,0.0,0.998,0.0,0.002,0.011,0.038,0.0,0.355,0.001,0.0,0.012,0.132,0.003,0.0,0.004,0.0,0.003
